fdc_id,energy_kcal,energy_kj,protein_g,total_fat_g,carbohydrate_g,water_g,ash_g,alcohol_g,fiber_total_g,sugars_total_g,starch_g,sucrose_g,glucose_g,fructose_g,lactose_g,maltose_g,galactose_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,fluoride_ug,manganese_mg,selenium_ug,vitamin_a_rae_ug,vitamin_a_iu,retinol_ug,beta_carotene_ug,alpha_carotene_ug,vitamin_e_mg,vitamin_d_ug,vitamin_d_iu,vitamin_d2_ug,vitamin_d3_ug,vitamin_k_phylloquinone_ug,vitamin_k_menaquinone4_ug,vitamin_k_dihydrophylloquinone_ug,vitamin_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,pantothenic_acid_mg,vitamin_b6_mg,folate_total_ug,folic_acid_ug,folate_food_ug,folate_dfe_ug,vitamin_b12_ug,choline_total_mg,betaine_mg,cryptoxanthin_beta_ug,lycopene_ug,lutein_zeaxanthin_ug,tocopherol_beta_mg,tocopherol_gamma_mg,tocopherol_delta_mg,tocotrienol_alpha_mg,tocotrienol_beta_mg,tocotrienol_gamma_mg,tocotrienol_delta_mg,cholesterol_mg,fatty_acids_saturated_g,fatty_acids_monounsaturated_g,fatty_acids_polyunsaturated_g,fatty_acids_trans_g,ala_18_3n3_g,epa_20_5n3_g,dha_22_6n3_g,dpa_22_5n3_g,linoleic_18_2_g,arachidonic_20_4_g,linolenic_18_3_g,sfa_4_0_g,sfa_6_0_g,sfa_8_0_g,sfa_10_0_g,sfa_12_0_g,sfa_14_0_g,sfa_16_0_g,sfa_18_0_g,sfa_20_0_g,sfa_22_0_g,sfa_15_0_g,sfa_17_0_g,sfa_24_0_g,mufa_18_1_g,mufa_16_1_g,mufa_20_1_g,mufa_14_1_g,mufa_22_1_g,pufa_18_4_g,pufa_18_3n6_g,trans_monoenoic_g,tfa_18_1t_g,tryptophan_g,threonine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,valine_g,arginine_g,histidine_g,alanine_g,aspartic_acid_g,glutamic_acid_g,glycine_g,proline_g,serine_g,hydroxyproline_g,phytosterols_mg,caffeine_mg,theobromine_mg,description,food_category_id,gram_weight
167546,473.0,1981.0,8.72,20.18,67.41,2.54,1.16,0.0,1.9,62.68,1.4,,,,,,,21.0,0.71,66.0,132.0,220.0,174.0,1.03,0.169,0.0,0.656,2.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,,,0.1,,,0.0,0.064,0.085,5.147,0.446,0.173,34.0,0.0,34.0,34.0,0.0,24.7,0.3,0.0,0.0,0.0,0.2,2.99,0.29,0.0,0.0,0.0,0.0,0.0,5.735,8.496,4.794,0.029,,0.0,0.0,0.0,4.769,0.007,0.011,0.0,0.0,0.0,0.0,0.0,0.011,2.679,1.233,0.406,0.962,0.003,0.026,0.413,8.268,0.01,0.193,0.0,0.015,0.0,,,,0.091,0.206,0.242,0.607,0.267,0.104,0.09,0.472,0.325,0.307,1.087,0.219,0.359,1.199,1.999,0.564,0.553,0.581,,,0.0,0.0,"Candies, honey-combed, with peanut butter",19,40.0
167547,508.0,2126.0,10.2,31.1,53.4,3.2,1.9,0.0,2.8,23.74,,,,,,,,108.0,1.45,67.0,227.0,339.0,193.0,1.47,0.323,,1.35,13.1,5.0,25.0,5.0,6.0,0.0,4.17,0.0,0.0,,,13.2,,,0.6,0.1,0.21,3.29,0.53,0.106,25.0,0.0,25.0,25.0,0.0,24.7,,0.0,0.0,33.0,,,,,,,,12.0,17.01,6.54,1.9,,,0.0,0.0,0.0,1.83,0.01,0.07,0.07,0.04,0.42,0.49,5.5,2.15,4.42,3.92,,,,,,6.39,0.12,0.03,,0.0,0.0,,,,0.123,0.387,0.456,0.804,0.519,0.173,0.121,0.51,0.431,0.555,0.69,0.228,0.387,0.972,2.055,0.405,0.68,0.491,,,6.0,42.0,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",23,28.35
167548,432.0,1807.0,9.8,20.0,62.2,5.9,2.0,,4.2,,,,,,,,,80.0,1.94,88.0,262.0,377.0,328.0,1.7,0.4,,1.35,,2.0,12.0,1.0,,,,,,,,,,,0.0,0.12,0.12,3.15,0.53,0.1,33.0,0.0,33.0,33.0,0.45,,,,,,,,,,,,,1.0,5.59,8.36,4.61,,,,,,4.54,0.03,0.03,,0.01,0.1,0.08,0.59,0.24,2.73,1.85,,,,,,8.17,0.02,0.18,,,,,,,0.101,0.33,0.348,0.641,0.357,0.131,0.137,0.497,0.389,0.433,1.046,0.236,0.407,1.105,1.973,0.551,0.444,0.469,,,,,"Snacks, granola bars, soft, uncoated, peanut butter and chocolate chip",23,28.0
167549,583.0,2440.0,7.29,43.55,45.06,1.2,2.9,0.0,8.1,0.46,34.4,0.31,0.07,0.07,0.0,0.0,0.0,4.0,1.98,79.0,199.0,182.0,909.0,3.1,0.162,6.3,0.629,2.2,8.0,154.0,0.0,70.0,46.0,2.43,0.0,0.0,,,4.1,,,0.3,0.134,0.057,1.195,0.23,0.109,25.0,0.0,25.0,25.0,0.0,12.6,0.3,0.0,0.0,829.0,0.16,24.88,5.99,0.0,0.0,0.25,0.0,0.0,6.82,9.809,23.191,,,0.0,0.0,0.0,22.339,0.0,0.853,0.0,0.0,0.0,0.0,0.0,0.0,4.61,1.873,,,,,,9.654,0.037,0.118,,0.0,0.0,,,,0.063,0.338,0.323,1.103,0.253,0.189,0.163,0.442,0.366,0.455,0.448,0.275,0.674,0.626,1.689,0.369,0.785,0.428,,,0.0,0.0,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",23,11.0
167550,384.0,1607.0,9.7,3.1,80.1,5.0,2.0,0.0,2.9,0.72,,,,,,,,9.0,1.87,159.0,277.0,327.0,288.0,3.99,0.569,,0.985,9.9,4.0,72.0,0.0,33.0,21.0,0.29,0.0,0.0,,,1.1,,,0.0,0.075,0.178,6.006,0.434,0.181,18.0,0.0,18.0,18.0,0.0,22.4,,0.0,0.0,537.0,,,,,,,,0.0,0.48,0.92,1.35,,,0.0,0.0,0.0,1.31,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.05,,,,,,0.91,0.01,0.0,,0.0,0.0,,,,0.091,0.363,0.372,1.053,0.312,0.21,0.156,0.488,0.387,0.523,0.581,0.28,0.671,0.767,1.89,0.431,0.706,0.48,,,0.0,0.0,"Snacks, popcorn, cakes",23,10.0
167551,400.0,1674.0,6.4,7.8,80.7,3.3,1.8,0.0,3.8,45.36,,,,,,,,66.0,3.91,80.0,127.0,355.0,177.0,1.24,0.297,,0.764,3.9,4.0,78.0,0.0,35.0,23.0,0.85,0.0,0.0,,,3.9,,,0.0,0.051,0.126,1.99,0.23,0.185,16.0,0.0,16.0,16.0,0.0,17.3,,0.0,0.0,580.0,,,,,,,,0.0,1.04,2.73,3.27,0.0,,0.0,0.0,0.0,3.21,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.16,,,,,,2.67,0.01,0.05,,0.0,0.0,,,,0.052,0.231,0.227,0.641,0.199,0.112,0.103,0.32,0.261,0.303,0.489,0.182,0.392,0.572,1.25,0.309,0.452,0.308,,,0.0,0.0,"Snacks, popcorn, caramel-coated, with peanuts",23,28.35
167552,431.0,1803.0,3.8,12.8,79.1,2.8,1.5,0.0,5.2,53.19,,,,,,,,43.0,1.74,35.0,83.0,109.0,206.0,0.58,0.119,,0.22,3.6,2.0,8.0,2.0,1.0,0.0,1.2,0.0,0.0,,,12.5,,,0.0,0.065,0.07,2.2,0.082,0.028,5.0,0.0,5.0,5.0,0.01,23.5,,0.0,0.0,0.0,,,,,,,,0.0,3.61,2.88,4.48,0.0,,0.0,0.0,0.0,4.07,0.0,0.4,0.11,0.07,0.04,0.09,0.1,0.37,2.12,0.72,,,,,,2.78,0.1,0.0,,0.0,0.0,,,,0.045,0.151,0.157,0.284,0.281,0.073,0.039,0.154,0.109,0.177,0.235,0.109,0.208,0.389,0.658,0.224,0.171,0.156,,,0.0,0.0,"Snacks, popcorn, caramel-coated, without peanuts",23,28.35
167553,502.0,2102.0,4.56,26.14,64.76,2.22,2.31,0.0,3.2,0.63,,0.39,0.0,0.16,0.0,0.07,,29.0,1.11,45.0,129.0,760.0,450.0,0.7,0.153,,0.361,2.9,0.0,0.0,0.0,0.0,0.0,2.18,0.0,0.0,,,7.2,,,12.0,0.212,0.015,3.595,0.83,0.412,27.0,0.0,27.0,27.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0.0,6.759,4.553,12.201,0.139,0.043,0.019,0.0,0.004,12.123,0.001,0.043,0.007,0.0,0.006,0.01,0.007,0.192,5.806,0.653,0.035,0.017,0.007,0.02,0.0,4.389,0.126,0.021,0.0,0.001,0.0,0.0,0.034,0.033,0.044,0.245,0.248,0.369,0.353,0.065,0.073,0.258,0.221,0.329,0.272,0.125,0.202,1.134,0.939,0.194,0.204,0.23,,,0.0,0.0,"Snacks, potato chips, made from dried potatoes, reduced fat",23,28.35
167554,547.0,2289.0,6.6,37.0,51.3,2.0,3.1,,1.2,,,,,,,,,64.0,1.4,55.0,169.0,496.0,541.0,0.71,0.063,,0.405,,323.0,755.0,,,,,,,,,,,,9.5,0.18,0.1,2.5,0.827,0.476,23.0,0.0,23.0,23.0,0.0,,,,,,,,,,,,,3.0,9.47,7.12,18.78,,,,,,18.43,,0.35,0.04,0.02,0.01,0.03,0.03,0.45,7.77,1.14,,,,,,6.76,0.36,,,,,,,,0.072,0.284,0.313,0.485,0.437,0.102,0.076,0.29,0.254,0.38,0.306,0.148,0.252,0.928,1.1,0.206,0.373,0.291,,,,,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",23,28.35
167555,384.0,1608.0,10.04,2.93,80.39,3.13,3.51,0.0,3.4,2.21,72.58,,0.69,0.31,,1.11,0.0,27.0,4.58,29.0,128.0,223.0,1240.0,1.04,0.156,,1.015,4.4,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0,,,2.8,,5.2,2.1,0.424,0.332,5.27,0.322,0.074,166.0,0.0,166.0,166.0,0.0,29.5,50.0,0.0,0.0,9.0,0.26,0.62,0.02,0.03,1.1,0.0,0.32,0.0,0.391,0.727,1.291,0.004,0.063,0.0,0.0,0.0,1.227,0.0,0.064,0.0,0.0,0.0,0.002,0.001,0.001,0.32,0.05,0.01,0.003,0.001,0.001,0.004,0.706,0.003,0.016,0.0,0.001,0.0,0.001,0.0,0.0,0.097,0.25,0.407,0.757,0.257,0.177,0.17,0.52,0.324,0.48,0.363,0.22,0.34,0.597,3.647,0.417,1.199,,,,0.0,0.0,"Snacks, pretzels, hard, plain, salted",23,28.35
167556,457.0,1914.0,7.5,16.7,70.9,2.5,2.2,0.0,2.4,38.8,,,,,,,,74.0,2.0,41.0,145.0,225.0,569.0,0.92,0.302,,0.562,14.5,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,,,11.1,,,0.5,0.099,0.2,0.8,0.759,0.172,9.0,0.0,9.0,9.0,0.0,39.7,,0.0,0.0,9.0,,,,,,,,0.0,7.68,5.39,2.15,,,0.0,0.0,0.0,1.99,0.0,0.16,0.0,0.01,0.21,0.23,2.92,1.06,1.94,1.31,,,,,,5.37,0.02,0.0,,0.0,0.0,,,,0.096,0.251,0.287,0.531,0.253,0.131,0.147,0.357,0.234,0.332,0.306,0.163,0.274,0.42,2.183,0.268,0.743,0.365,,,8.0,87.0,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",23,28.35
167557,392.0,1640.0,7.6,3.8,81.5,5.9,1.2,,5.4,,,,,,,,,12.0,1.58,136.0,375.0,290.0,227.0,3.0,0.39,,4.299,24.1,0.0,0.0,0.0,,,,,,,,,,,3.0,0.048,0.085,7.205,1.461,0.155,18.0,0.0,18.0,18.0,0.0,,,,,,,,,,,,,0.0,0.54,1.1,1.15,,,,,,1.11,,0.04,,,,,0.0,0.01,0.43,0.08,,,,,,1.09,0.01,0.0,,,,,,,0.1,0.279,0.321,0.625,0.288,0.174,0.094,0.391,0.286,0.444,0.595,0.193,0.44,0.71,1.55,0.38,0.355,0.394,,,,,"Snacks, rice cakes, brown rice, sesame seed",23,9.0
167558,472.0,1976.0,7.1,20.68,67.78,2.64,1.79,0.0,5.4,0.78,62.53,0.78,0.0,0.0,0.0,0.0,0.0,106.0,1.52,84.0,225.0,182.0,328.0,1.38,0.097,51.9,0.388,4.4,0.0,4.0,0.0,2.0,0.0,3.53,0.0,0.0,,,20.9,,43.7,0.0,0.14,0.07,0.838,0.297,0.179,12.0,0.0,12.0,12.0,0.36,19.4,0.4,2.0,0.0,5.0,0.11,9.14,0.36,0.49,0.42,1.15,0.0,0.0,2.811,5.664,10.769,0.812,0.23,0.0,0.0,0.0,10.522,0.005,0.231,0.0,0.0,0.008,0.01,0.003,0.015,2.245,0.376,0.076,0.028,0.003,0.014,0.033,5.56,0.023,0.071,0.0,0.002,0.002,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Snacks, tortilla chips, plain, white corn, salted",23,28.35
167559,519.0,2173.0,7.36,27.42,60.81,1.66,2.75,0.0,5.1,2.59,53.2,,,,,,,137.0,1.16,75.0,252.0,223.0,691.0,1.38,0.102,,0.33,7.4,6.0,112.0,0.0,35.0,8.0,6.24,0.0,0.0,,,1.3,0.0,0.5,0.4,0.153,0.136,1.29,0.364,0.22,13.0,0.0,13.0,13.0,0.0,22.5,1.2,55.0,33.0,769.0,0.23,13.58,0.43,0.8,0.0,0.31,0.0,0.0,3.876,9.089,12.257,0.185,0.262,0.0,0.0,0.0,11.967,0.006,0.272,0.023,0.016,0.018,0.028,0.035,0.106,2.86,0.563,0.107,0.039,0.014,0.022,0.045,8.854,0.046,0.119,0.009,0.003,0.0,0.011,0.034,0.032,0.066,0.282,0.296,0.881,0.291,0.163,0.125,0.374,0.318,0.402,0.387,0.238,0.503,0.537,1.507,0.286,0.676,0.37,0.0,,0.0,0.0,"Snacks, tortilla chips, nacho cheese",23,28.35
167560,501.0,2098.0,7.19,24.63,62.74,3.14,2.3,,4.0,3.03,54.8,1.07,0.44,0.34,1.11,0.0,0.07,134.0,1.38,87.0,252.0,259.0,519.0,1.43,0.101,,0.365,7.3,,,,,,,,,,,1.4,0.0,2.1,0.0,0.048,0.06,1.3,0.6,0.2,,0.0,,,,18.4,3.0,,,,,,,,,,,,3.539,7.047,13.528,0.345,0.235,,,,13.195,0.0,0.235,,,0.0,0.022,0.022,0.022,2.769,0.548,0.099,0.034,0.0,0.022,,6.719,0.022,0.059,0.0,,,0.0,0.247,0.247,0.058,0.285,0.28,0.871,0.246,0.154,0.131,0.358,0.297,0.38,0.385,0.223,0.528,0.542,1.463,0.295,0.633,0.351,0.0,,,,"Snacks, tortilla chips, ranch-flavor",23,28.35
167561,462.0,1933.0,13.8,29.4,44.9,9.2,2.6,,,,,,,,,,,78.0,3.05,158.0,345.0,685.0,229.0,3.22,0.985,,1.034,,1.0,18.0,0.0,,,,,,,,,,,1.4,0.462,0.198,4.712,0.895,0.298,71.0,0.0,71.0,71.0,0.0,,,,,,,,,,,,,0.0,5.55,12.53,9.65,,,,,,9.58,,0.07,,0.01,0.2,0.16,1.17,0.48,2.53,1.0,,,,,,12.29,0.07,0.17,,,,,,,0.166,0.482,0.515,0.89,0.515,0.202,0.217,0.658,0.457,0.658,1.52,0.357,0.587,1.523,3.023,0.775,0.625,0.65,,,,,"Snacks, trail mix, regular",23,150.0
167562,479.0,2003.0,4.13,26.93,59.51,8.2,1.23,,5.0,48.34,,,,,,,,64.0,1.27,,112.0,254.0,142.0,,,,,,,42.0,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,4.0,17.59,5.26,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Candies, ALMOND JOY Candy Bar",19,49.0
167563,338.0,1413.0,2.97,1.7,79.38,15.0,0.79,,0.1,,,,,,,,,12.0,0.55,,47.0,14.0,261.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.25,0.49,0.04,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Candies, TWIZZLERS CHERRY BITES",19,40.0
167564,388.0,1621.0,2.0,7.5,80.89,8.3,1.31,0.0,0.2,48.0,,,,,,,,35.0,0.2,7.0,28.0,44.0,295.0,0.49,0.026,,0.038,1.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,,0.0,,,0.8,0.06,0.044,0.069,0.082,0.009,2.0,0.0,2.0,2.0,0.06,2.5,,0.0,0.0,0.0,,,,,,,,0.0,5.5,1.03,0.338,0.0,,0.0,0.0,0.0,0.336,0.0,0.002,0.005,0.047,0.496,0.352,2.798,1.05,0.56,0.189,0.002,0.0,0.0,0.0,0.0,1.025,0.005,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Candies, NESTLE, BIT-O'-HONEY Candy Chews",19,40.0
167565,459.0,1920.0,5.4,18.9,72.9,1.23,1.57,0.0,2.0,45.9,,,,,,,,36.0,0.79,48.0,97.0,220.0,230.0,1.0,0.193,,0.49,2.9,0.0,0.0,0.0,0.0,0.0,1.72,0.0,0.0,,,2.2,,,0.0,0.121,0.062,2.649,0.37,0.069,28.0,0.0,28.0,28.0,0.04,15.0,,0.0,0.0,0.0,,,,,,,,0.0,9.5,5.119,3.164,0.04,,0.0,0.0,0.0,3.163,0.0,0.002,0.007,0.022,0.282,0.273,4.183,1.406,1.763,1.445,0.003,0.0,0.0,0.0,,4.983,0.002,0.134,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,36.0,"Candies, NESTLE, BUTTERFINGER Bar",19,60.0
167566,387.0,1619.0,1.59,3.31,87.73,6.69,0.68,0.0,0.1,56.32,,,,,,,,36.0,0.8,22.0,57.0,116.0,44.0,0.4,0.13,,0.047,2.2,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,,,9.6,,,0.0,0.056,0.07,0.21,0.29,0.01,9.0,3.0,6.0,11.0,0.0,18.7,,0.0,0.0,1.0,0.06,7.42,,,,,,2.0,0.967,1.929,0.266,0.963,0.016,0.0,0.0,0.0,0.246,0.0,0.006,0.001,0.0,0.0,0.0,0.0,0.005,0.438,0.492,0.01,0.011,0.001,0.004,0.0,1.925,0.003,0.001,0.0,0.0,0.0,0.0,,0.719,,,,,,,,,,,,,,,,,,,,,7.0,75.0,"Candies, caramels, chocolate-flavor roll",19,6.6
167567,472.0,1975.0,12.1,47.7,36.2,0.9,3.1,,18.1,0.0,,,,,,,,54.0,4.15,265.0,340.0,1166.0,12.0,3.68,1.91,,1.65,7.9,1.0,12.0,0.0,,,,,,,,,,,0.0,0.05,0.279,2.1,0.154,0.072,19.0,0.0,19.0,19.0,0.0,,,,,,,,,,,,,0.0,25.29,9.23,10.7,,,,,,10.1,,0.6,,0.13,1.59,1.27,9.45,3.63,6.06,3.16,,,,,,9.18,0.05,,,,,,,,0.182,0.481,0.471,0.737,0.609,0.125,0.148,0.584,0.456,0.73,0.689,0.21,0.561,1.211,1.828,0.545,0.52,0.525,,,47.0,1597.0,"Baking chocolate, unsweetened, liquid",19,28.35
167568,642.0,2685.0,14.32,52.31,28.42,1.34,3.6,0.0,16.6,0.91,,0.91,0.0,0.0,0.0,0.0,0.0,101.0,17.4,327.0,400.0,830.0,24.0,9.63,3.233,,4.167,8.1,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,,,9.7,,0.0,0.0,0.147,0.1,1.355,0.168,0.027,28.0,0.0,28.0,28.0,0.0,45.7,2.6,0.0,0.0,38.0,0.0,5.83,0.0,0.0,0.0,0.0,0.0,2.0,32.277,16.068,1.551,0.0,0.117,0.0,0.0,0.0,1.435,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.033,13.309,18.232,0.553,0.05,0.0,0.1,0.0,15.969,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.37,0.41,0.695,0.47,0.14,0.225,0.525,0.425,0.655,0.815,0.215,0.475,1.27,1.87,0.505,0.88,0.53,0.0,,80.0,1297.0,"Baking chocolate, unsweetened, squares",19,29.0
167569,522.0,2185.0,5.87,27.0,63.94,1.91,1.28,0.0,0.0,62.36,,,,,,,,205.0,0.14,18.0,157.0,290.0,88.0,0.7,0.008,,0.003,4.7,1.0,4.0,1.0,0.0,0.0,1.11,0.0,0.0,,,9.4,,,0.5,0.064,0.261,0.154,0.587,0.056,8.0,0.0,8.0,8.0,0.65,24.8,,0.0,0.0,0.0,,,,,,,,1.0,24.104,0.526,0.524,0.0,,0.0,0.0,0.0,0.478,0.0,0.046,0.025,0.044,0.678,0.847,14.505,5.153,2.271,0.571,0.01,,,,,0.523,0.003,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Candies, confectioner's coating, yogurt",19,170.0
167570,529.0,2213.0,18.3,29.8,46.88,2.67,2.35,0.0,5.0,38.3,,,,,,,,110.0,1.7,110.0,310.0,505.0,250.0,2.0,0.4,,1.4,3.9,0.0,1.0,0.0,0.0,0.0,1.36,0.0,0.0,,,7.3,,,0.3,0.232,0.2,8.2,1.056,0.17,77.0,0.0,77.0,77.0,0.2,30.0,,0.0,0.0,0.0,0.0,0.0,,,,,,1.0,13.12,12.829,2.053,1.763,,0.0,0.0,0.0,1.949,0.0,0.032,0.011,0.022,0.352,0.439,7.54,2.676,1.404,0.643,0.016,0.011,0.001,0.004,,12.801,0.016,0.011,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Candies, confectioner's coating, peanut butter",19,168.0
167571,539.0,2254.0,5.87,32.09,59.24,1.3,1.5,0.0,0.2,59.0,,,,,,,,199.0,0.24,12.0,176.0,286.0,90.0,0.74,0.06,,0.008,4.5,9.0,30.0,9.0,0.0,0.0,0.96,0.0,0.0,,,9.1,,,0.5,0.063,0.282,0.745,0.608,0.056,7.0,0.0,7.0,7.0,0.56,29.5,,0.0,0.0,0.0,,,,,,,,21.0,19.412,9.097,1.013,0.0,,0.0,0.0,0.0,0.91,0.0,0.103,0.314,0.155,0.115,0.22,0.629,0.797,7.947,9.145,0.004,,,,,8.99,0.062,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Candies, white chocolate",19,85.0
167572,180.0,755.0,4.78,4.83,29.46,59.85,1.07,0.0,0.3,22.12,,,,,,,,161.0,0.19,14.0,103.0,208.0,74.0,0.73,0.017,5.3,0.005,2.0,128.0,448.0,127.0,14.0,0.0,0.12,0.1,4.0,,0.1,0.4,,,1.2,0.053,0.255,0.136,0.481,0.045,6.0,0.0,6.0,6.0,0.47,26.0,,0.0,0.0,0.0,,,,,,,,27.0,2.927,1.281,0.219,,,0.0,0.0,0.0,0.134,0.0,0.085,0.141,0.099,0.074,0.117,0.127,0.471,1.26,0.57,0.0,0.0,0.0,0.0,0.0,1.211,0.07,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Ice creams, vanilla, light",19,76.0
167573,249.0,1042.0,3.5,16.2,22.29,57.2,0.81,0.0,0.0,20.65,,,,,,,,117.0,0.34,11.0,105.0,157.0,61.0,0.47,0.008,,0.004,3.5,182.0,653.0,179.0,32.0,1.0,0.51,0.3,12.0,,0.3,1.3,,,0.0,0.041,0.167,0.082,0.46,0.045,8.0,0.0,8.0,9.0,0.39,26.0,,1.0,0.0,34.0,,,,,,,,92.0,10.329,4.46,0.68,,,0.001,0.004,0.0,0.437,0.014,0.222,0.491,0.29,0.169,0.38,0.425,1.526,4.168,1.899,0.0,0.0,0.0,0.0,0.0,4.098,0.36,0.002,0.0,0.0,0.001,,,,0.041,0.138,0.182,0.298,0.248,0.076,0.027,0.149,0.142,0.205,0.135,0.083,0.136,,0.652,0.147,0.338,0.171,,,0.0,0.0,"Ice creams, vanilla, rich",19,107.0
167574,145.0,609.0,4.53,4.03,22.78,68.05,0.62,,0.0,22.78,,,,,,,,83.0,0.38,9.0,96.0,118.0,53.0,0.47,0.028,,0.01,8.7,46.0,161.0,45.0,5.0,0.0,0.23,,,,,0.2,,,0.0,0.032,0.21,0.082,0.514,0.044,9.0,0.0,9.0,9.0,0.36,,,2.0,0.0,65.0,,,,,,,,90.0,1.799,1.266,0.392,,,0.001,0.007,0.0,0.302,0.028,0.054,0.048,0.048,0.048,0.048,0.05,0.196,0.966,0.387,0.002,0.002,0.001,0.003,0.001,1.2,0.058,0.005,0.002,0.001,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Desserts, flan, caramel custard, prepared-from-recipe",19,153.0
167575,207.0,868.0,3.5,11.0,23.6,61.0,0.9,0.0,0.7,21.22,,,,,,,,128.0,0.09,14.0,105.0,199.0,80.0,0.69,0.023,15.4,0.008,1.8,118.0,421.0,116.0,19.0,0.0,0.3,0.2,8.0,,0.2,0.3,,,0.6,0.041,0.24,0.116,0.581,0.048,5.0,0.0,5.0,5.0,0.39,26.0,,0.0,0.0,0.0,,,,,,,,44.0,6.79,2.969,0.452,,,0.003,0.0,0.0,0.275,0.0,0.175,0.36,0.21,0.12,0.28,0.31,1.13,3.06,1.316,0.0,0.0,0.0,0.0,0.0,2.763,0.206,0.0,0.0,0.0,0.0,,,,0.045,0.146,0.195,0.316,0.258,0.081,0.029,0.157,0.155,0.217,0.125,0.088,0.121,0.25,0.681,0.093,0.326,0.177,,,0.0,0.0,"Ice creams, vanilla",19,66.0
167576,126.0,527.0,4.9,2.6,21.8,69.6,1.1,0.0,0.0,18.69,,,,,,,,157.0,0.06,14.0,121.0,221.0,70.0,0.53,0.027,,0.008,3.6,29.0,103.0,28.0,5.0,0.0,0.06,0.0,0.0,,,0.4,,,0.9,0.052,0.198,0.118,0.447,0.046,5.0,0.0,5.0,5.0,0.5,20.3,,0.0,0.0,0.0,,,,,,,,12.0,1.63,0.76,0.1,,,0.0,0.0,0.0,0.06,0.0,0.04,0.09,0.05,0.03,0.07,0.07,0.27,0.73,0.32,,,,,,0.7,0.06,0.0,,0.0,0.0,,,,0.059,0.197,0.26,0.424,0.351,0.109,0.039,0.211,0.204,0.292,0.185,0.117,0.184,0.345,0.923,0.182,0.466,0.241,,,0.0,0.0,"Ice creams, vanilla, light, soft-serve",19,88.0
167577,144.0,602.0,1.1,2.0,30.4,66.1,0.4,0.0,1.3,24.32,,,,,,,,54.0,0.14,8.0,40.0,96.0,46.0,0.48,0.028,,0.011,1.5,12.0,46.0,12.0,1.0,0.0,0.01,0.0,0.0,,,0.0,,,2.3,0.027,0.097,0.063,0.224,0.023,4.0,0.0,4.0,4.0,0.13,7.7,,5.0,0.0,7.0,,,,,,,,1.0,1.16,0.53,0.08,,,0.0,0.0,0.0,0.065,0.0,0.015,0.094,0.013,0.018,0.033,0.023,0.17,0.585,0.17,,,,,,0.47,0.052,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,"Sherbet, orange",19,74.0
